1,106.54,29.59
2,91.11,29.97
3,87.68,43.77
4,106.27,38.47
5,111.65,40.82
6,108.33,22.84
7,126.63,45.75
8,125.35,43.88
9,123.38,41.8
10,114.48,38.03
11,112.53,37.87
12,101.74,36.56
13,117,36.65
14,113.6,34.76
15,118.78,32.04
16,117.27,31.86
17,120.19,30.26
18,119.3,26.08
19,115.89,28.68
20,113,28.21
21,114.31,30.52
22,113.23,23.16
23,121.5,25.05
24,110.35,20.02
25,103.73,36.03
26,108.95,34.27
27,104.06,30.67
28,106.71,26.57
29,102.73,25.04
30.,114.1,22.2
31,113.33,22.13
 
 
 
